Instrument,Price Close,"Free Operating Cash Flow, Discrete",Total Debt,"PERCENT_CHG(TR.PriceClose(SDate=2023-08-31),lag=-10D)",Total Common Shares Outstanding,Cash and Equivalents,Net Income Reported - Actual,EBITDA - Mean,Interest Expense - Actual,Short Interest,"PERCENT_CHG(TR.Volume(SDate=2023-08-31),lag=-10D)",Current Assets,Noncurrent Asset,Current Liabilities,"ZAV(TR.PtoDPSMeanEst(SDate=2023-08-31,Period=FQ1))","ZAV(TR.PtoEPSMeanEst(SDate=2023-08-31,Period=FQ1))",Book Value Percentage of Market Capitalization (O/S),1 Month Total Return,Company Market Cap
SOI.N,10.52,-32982000.0,13353000,-3.21987120515179,45315000,,21158000,26516670,,368296.0,25.7727455987099,88743000.0,373833000.0,55909000.0,105.2,40.0,46.6101896684415,-3.75114364135407,464449668.16
VST.N,31.42,-2572000000.0,13292000000,5.75563783237967,389754870,455000000,-1227000000,1347735000,368000000,8627859.0,105.478003384095,11116000000.0,21671000000.0,10337000000.0,174.555555555556,22.1267605633803,31.4323665479369,11.9743406985032,11549057192.16
IR.N,69.61,733300000.0,2752600000,5.31013615733738,405117710,1613000000,604700000,430994330,102200000,3867030.0,145.301022661311,3967300000.0,10798600000.0,1674000000.0,3480.5,100.800787755043,43.4638141168525,6.68120994215498,28150246619.43
SBOW.N,42.78,-308226000.0,688531000,4.34146341463415,22309740,792000,340437000,131496250,41948000,1164106.0,-33.2039856914746,145726000.0,1570636000.0,195839000.0,0.0,21.1939559078524,125.464352622669,19.4638369170622,967591280.76
AM.N,12.12,-249421000.0,3361282000,2.62489415749364,478497000,,325692000,243117290,189948000,11168515.0,152.454890385979,88993000.0,5702327000.0,102077000.0,52.9257641921397,58.1490188552512,42.4633421475963,1.50753768844214,5813700668.76
TRTX.N,7.52,2554000.0,4160517000,14.6341463414634,77410280,254050000,-73644000,,160755000,809269.0,206.077039078807,,,,31.3333333333333,0.0,251.524117853066,-3.58974358974363,584533946.56
LBRT.N,15.95,69295000.0,252329000,-0.312500000000004,179003350,43676000,399602000,275732000,22715000,8286796.0,65.1076431424767,956673000.0,1619259000.0,649497000.0,319.0,21.7851533155774,51.171516635282,-3.15725561627199,2717771954.7
KREF.N,12.51,4219000.0,6164348000,9.4488188976378,69095010,239791000,15371000,,236090000,1849608.0,115.619398609599,,,,31.275,88.303804616362,162.91331272341,0.401284109149258,864516823.11
BHVN.N,18.29,-303763000.0,0,-4.83870967741935,68190480,,-570279000,-92000000,,,72.728394939809,586968000.0,74815000.0,90021000.0,0.0,0.0,56.9480588987121,-7.99798792756541,1249519356.62
CVNA.N,50.35,-1836000000.0,8309000000,35.2040816326531,188937000,434000000,-1587000000,54986390,486000000,34753442.0,74.0948788523797,4594000000.0,4104000000.0,2592000000.0,0.0,0.0,,9.57562568008705,9538511995.85
FND.N,99.7,-344150000.0,407654000,1.8698273219577,106150660,9794000,298195000,140576830,11138000,12665623.0,-31.2345727281021,1457485000.0,2893757000.0,1006758000.0,0.0,174.060301332076,21.9911912754742,-13.1911188506748,10612325026.6
SOS.N,4.67,-88945000.0,0,6.13636363636363,3381898900,259492000,,,,291395.0,177.942012507106,,,,0.0,0.0,44.3648278499006,-15.7039711191336,1489856967.96
WTTR.N,8.05,-44673000.0,16024000,-3.36134453781512,125610630,7322000,48278000,69361750,2700000,1668761.0,-0.369275695138461,517936000.0,704917000.0,231290000.0,0.0,34.4385026737968,66.6074949166283,-3.71288769653703,966005457.9
HCC.N,39.56,508062000.0,335679000,-0.402819738167162,51653570,829480000,641298000,123180600,15711000,3235757.0,41.6587696438443,1173109000.0,854986000.0,153124000.0,659.333333333333,32.3644187739808,80.8993185650968,-10.4411563696008,2057836589.84
EEX.N,4.22,164800000.0,413900000,0.476190476190466,67588000,239100000,,8550000,,329172.0,34.5172547499031,331800000.0,766600000.0,222200000.0,0.0,0.0,,-14.7474747474747,265340366.08
ZYME.N,7.23,130984000.0,124000,-1.49863760217983,64484030,400912000,,,,,-55.6648140230868,544706000.0,104019000.0,95625000.0,0.0,0.0,99.5455454939251,-3.08310991957106,491065228.36
SNDR.N,28.91,107100000.0,215100000,-0.891326705519374,178022640,385700000,457800000,189431560,9400000,1637042.0,61.8507525229598,1350300000.0,2967900000.0,636900000.0,304.315789473684,73.4968857251812,68.1120781374539,-6.16682895163908,5115280037.35
YEXT.N,8.76,11660000.0,0,1.86046511627907,122334520,190214000,-65938000,11645000,589000,4611458.0,119.175572211679,346593000.0,177168000.0,290878000.0,0.0,136.875,15.0575457298934,-9.87654320987653,1086495415.32
BTU.N,21.58,952100000.0,333800000,-2.7927927927928,143900000,1307300000,1297100000,238275000,140300000,17146474.0,128.955591020109,2372500000.0,3238300000.0,918700000.0,0.0,26.0785498489426,84.9931007055009,-3.52798589023857,2865824000.0
AZUL.N,8.69,986258000.0,23219251000,-4.92341356673962,348006510,566611000,-267243000,348230310,658451980,3672359.0,33.651851524915,4871936000.0,13849357000.0,15056105000.0,0.0,0.0,,-21.9928186714543,981805151.364444
AYX.N,29.52,-128480000.0,877492000,3.68809272918862,69502000,104751000,-318499000,11297500,9741000,4562094.0,-58.5352631572656,747148000.0,810136000.0,512412000.0,0.0,0.0,4.96027889915911,-28.7988422575977,2097449992.08
AAM_pa.N,25.0,2827000000.0,6522000000,-0.833002776675926,570276190,9452000000,,,,18752.0,104.722222222222,,,,0.0,0.0,,5.95927409261579,275000000.0
PUMP.N,9.64,-19254000.0,30000000,-4.07960199004975,114515010,88862000,2030000,102848750,805000,4549492.0,152.988387463455,328785000.0,1007001000.0,284180000.0,0.0,31.6169235815021,80.3108199728469,-7.66283524904218,1087123015.08
JILL.N,25.11,59358000.0,208660000,7.44544287548138,10165360,,42175000,21300000,20060000,175853.0,35.3299905136197,160820000.0,305597000.0,126987000.0,0.0,52.3125,,10.6167400881057,265798038.06
SNAP.N,10.35,55308000.0,3742520000,14.4911504424779,1574086000,,-1429653000,-64978000,21459000,67867143.0,-25.8836201728107,5256647000.0,2772891000.0,1215599000.0,0.0,0.0,17.8752683533118,-8.89084507042258,16796059187.85
KRP.N,15.35,-82268970.0,233015910,3.57624831309041,79716230,24635720,111929000,52920250,13818000,557981.0,68.1907541218513,75192340.0,1001553960.0,18766570.0,39.1082802547771,49.9593165174939,50.4376142692785,-0.319586817119544,1436932733.55
INVH.N,34.09,-288222000.0,7772560000,1.70047732696897,611411380,262870000,382668000,349609630,303858000,11471042.0,-6.5785225410434,,,,133.393332289873,187.647933065448,56.7886230571388,-3.25704930988738,20861588494.32
FTI.N,19.04,194200000.0,1419900000,5.77777777777777,442200000,1057100000,-107200000,258012310,138700000,20472518.0,-15.6098305948994,4988700000.0,4455600000.0,4174300000.0,380.8,103.360295315129,59.5394684744786,4.10013667122235,8340825382.4
REVG.N,13.58,54400000.0,230000000,0.147492625368728,59323530,20400000,15200000,30615330,16900000,976249.0,-26.7054159877429,888400000.0,456200000.0,527400000.0,271.6,58.9154013015184,55.9804933180474,5.02706883217328,807945495.0
NEX.N,10.61,234127000.0,393209000,-2.83882783882784,233995000,218476000,314969000,195870830,26428000,10366928.0,1602.59741308097,726015000.0,1001153000.0,553338000.0,0.0,21.3266331658291,34.8181978345555,-10.989932885906,2424944836.65
JELD.N,15.08,-61883000.0,1747629000,1.82309250506414,84347710,219405000,45700000,89165000,82100000,2115354.0,-20.8302495492931,1695606000.0,1805755000.0,786626000.0,0.0,44.9478390461997,88.9033216255834,-15.3284671532847,1284635386.84
HGV.N,43.72,650000000.0,3753000000,1.57992565055762,113628710,223000000,352000000,311467500,142000000,4489366.0,-46.3522640284493,,,,0.0,35.8360655737705,48.5079310270785,-5.97849462365588,4811245134.16
PK.N,12.83,234000000.0,4617000000,1.42292490118577,224061750,906000000,162000000,157340830,247000000,18124514.0,111.40389606567,,,,85.5333333333333,114.044444444444,163.680156425693,-5.86940572267057,2767859316.72
KNSL.N,398.63,538987000.0,195747000,7.57211862805948,23090530,156274000,159114000,,4284000,566164.0,40.0064617745648,,,,2847.35714285714,144.524367164331,12.3501662115713,7.01630936283555,9233137820.25
AGX.N,42.48,-47389000.0,0,6.62650602409637,13441590,173947000,33098000,12950000,,111989.0,90.9611992945326,438702000.0,50785000.0,202503000.0,0.0,57.0201342281879,53.5973381477148,11.6719242902208,569684199.6
BIO.N,400.2,81665000.0,1198181000,3.76746959836129,29595710,434215000,-3627535000,145206800,37314000,409452.0,129.409341173827,3157976000.0,10343690000.0,568708000.0,0.0,140.807903819969,77.1663927587434,-1.27294256956775,11572142664.8
BLE.N,10.03,43150590.0,416470580,0.199800199800196,48856660,2369000,,,,25223.0,12.695049123483,,,,0.0,0.0,107.060224937853,-3.69699173897232,487056057.78
TWO.N,13.77,333042000.0,10402349000,7.15953307392996,86428850,683479000,186781000,,258395000,2110578.0,411.022212250393,,,,30.6,27.8886075949367,113.978088903362,2.68456375838928,1324208394.99
CTO.N,17.62,-291506000.0,445583000,6.46525679758308,22854780,19333000,-1623000,15284000,11115000,963615.0,-40.8965896589659,,,,46.3684210526316,0.0,123.315661228822,0.68571428571429,399940028.64
GRC.N,32.14,-22173000.0,437007000,4.79295728725138,26094870,6783000,11195000,,19240000,144269.0,113.581767785648,225526000.0,647304000.0,85213000.0,0.0,97.3939393939394,49.5391191958518,1.94369386503004,841875095.72
GEL.N,9.89,-238084000.0,4356063000,5.66239316239318,122619220,7930000,-4595000,176633330,226156000,1941015.0,82.4879178815353,853047000.0,5512945000.0,709107000.0,65.9333333333333,39.56,45.8150625073316,1.02145045965272,1212308466.02
MVF.N,6.58,13162640.0,93917210,0.304878048780495,64836370,,,,,18078.0,175.393309912937,,,,0.0,0.0,107.128824340645,-3.35609154658244,423727160.5
NOG.N,41.83,-504624000.0,1525413000,3.30945912571004,85165810,2528000,727703000,363611800,80331000,9655539.0,26.6862599895091,320485000.0,2554693000.0,344972000.0,0.0,24.5726370205017,31.0522148871023,6.24841249682497,3891141967.14
NXJ.N,11.31,,,0.354924578527071,,,,,,44638.0,493.253162580041,,,,0.0,0.0,,-2.23891571553987,469171994.85
NEA.N,10.44,122119600.0,141065000,-0.191204588910147,299037390,,,,,66591.0,17.713172191166,,,,0.0,0.0,111.363257285416,-4.16709183894075,3121950362.04
NZF.N,11.32,-37829140.0,211804250,0.711743772241994,165390400,,,,,66507.0,0.481703510900161,,,,0.0,0.0,113.061708025426,-3.9510889541174,2193239246.0
NMZ.N,10.08,-237509250.0,799058250,-1.07948969578017,109625300,,,,,224381.0,-8.93596734304699,,,,0.0,0.0,104.775160562634,-4.30746436417516,1114236516.96
NVG.N,11.15,87940300.0,2032600890,-0.888888888888886,213522360,,,,,51431.0,-37.3370435006394,,,,0.0,0.0,110.556224812024,-5.39672035117379,2380774336.3
KW.N,15.97,-127600000.0,5587000000,3.56679636835279,137790770,439300000,64800000,157700000,220800000,6426592.0,413.320257775287,,,,0.0,199.625,63.2771584846875,-3.2121212121212,2226071666.89
NKX.N,11.06,,,0.090497737556559,,,,,,7262.0,102.735854389237,,,,0.0,0.0,,-3.97295235229637,525574882.98
NRK.N,9.99,60140200.0,699438220,0.705645161290325,87235300,,,,,32464.0,-15.1684119860374,,,,0.0,0.0,114.335511792928,-3.61386464130515,871480686.96
TDS.N,21.49,-157000000.0,3750000000,15.7242864835756,112000000,360000000,-7000000,299877000,174000000,4805376.0,74.0953517285006,2028000000.0,12522000000.0,1514000000.0,117.753424657534,0.0,428.694394155624,167.955112219451,2262368346.0
UVE.N,12.66,295826000.0,102769000,-7.5912408759124,30389000,388706000,-22257000,,6609000,641616.0,164.469165517039,,,,0.0,0.0,89.0959911383907,-17.5978746448229,380808926.04
UMH.N,14.95,-181519000.0,761676000,-1.57998683344306,57595000,29785000,-36265000,25382750,26439000,1091898.0,-32.4683480344743,,,,71.1904761904762,0.0,36.0605819457216,-9.02800681220719,975775302.45
MUX.N,8.09,-82796000.0,63979000,20.0296735905044,47428000,39782000,-81075000,,,2087014.0,-6.06874175829388,81652000.0,447067000.0,84186000.0,0.0,0.0,116.149466144305,-6.58198614318704,384065614.62
UTL.N,48.82,-49500000.0,612000000,-0.792521845153425,16043360,9000000,41400000,,28300000,187793.0,64.2473780097494,194800000.0,1395600000.0,260100000.0,0.0,813.666666666667,56.7521542399423,-5.42507476997507,785634336.58
XPO.N,74.63,311000000.0,2532000000,7.33496332518337,115000000,460000000,666000000,240191800,135000000,6816900.0,-11.8165645384463,1630000000.0,4639000000.0,1507000000.0,0.0,122.498892044056,26.3970518674128,7.78451761987284,8654629897.1
MATX.N,87.88,1012800000.0,504600000,-1.50190540237615,36300000,249800000,1063900000,146745000,18000000,1107135.0,18.0127059002549,759600000.0,3570400000.0,581600000.0,0.0,32.6691449814126,97.2574236720688,-5.65196065739485,3101205141.32
RAMP.N,32.34,35149000.0,0,6.94444444444446,66600000,464448000,-118702000,21245400,,795052.0,202.376313114199,714559000.0,458144000.0,174829000.0,0.0,132.464979110347,65.2487989721094,13.3146461107217,2141228263.02
ARGO.N,29.75,-77600000.0,399100000,0.168350168350171,35060960,,-185700000,,26800000,1754476.0,156.939176656239,,,,95.9677419354839,58.5629921259842,120.163151305152,0.168350168350151,1047149395.25
ASB.N,17.33,649218000.0,854008000,-0.345025876940784,150444020,,354622000,,187931000,6506035.0,112.457920298911,,,,82.5238095238095,33.7290774620475,110.069264768585,-7.44063324538259,2615462489.7
ASGN.N,82.16,270300000.0,1066600000,4.7291268323773,49500000,70300000,268100000,132474860,45900000,1137614.0,-4.18005508377324,981100000.0,2604600000.0,441900000.0,0.0,52.8928173665609,46.7626465498498,7.65199161425569,3976544000.0
GRBK.N,49.46,85853000.0,397081000,2.21120066129366,46032930,76588000,291900000,101300000,0,1751843.0,-48.6803485107245,,,,0.0,34.0692267952471,90.9204894424491,-12.4911535739561,2244429413.88
BHLB.N,20.9,97211000.0,130370000,-3.9080459770115,44361220,,92533000,,42660000,1474503.0,56.6031685881273,,,,116.111111111111,42.6530612244898,70.8681491513448,-7.61243287630995,919789103.2
BLDR.N,145.04,3259079000.0,2984197000,11.5177610333692,138864000,80445000,2749369000,797153620,198194000,4436943.0,25.8923426078677,3497647000.0,7097513000.0,1842779000.0,0.0,38.8350554384875,51.9707916905946,0.422349927300436,18135314845.76
CODI.N,20.65,-187591000.0,1834468000,-1.14887505983725,72203000,61271000,-6803000,98362000,83506000,916103.0,270.191161866931,1210185000.0,2639446000.0,359831000.0,82.6,49.1666666666667,63.2857254533432,-8.3444296493564,1484650933.85
WOLF.N,47.82,-1104900000.0,4184800000,8.43537414965986,124794000,1757000000,-329900000,-51000000,42600000,17070724.0,-52.7768150261966,3606500000.0,2980200000.0,627900000.0,0.0,0.0,26.3498525865506,-27.4355083459787,5989456673.7
BANC.N,12.53,115786000.0,274906000,1.29345189975748,59021860,,115772000,,58407000,2926590.0,-26.7634950737777,,,,125.3,41.6279069767442,100.133965763003,-11.8226600985222,719644348.71
CIEN.N,49.98,-258574000.0,1124989000,21.9917012448133,148412940,994352000,152902000,172798570,47050000,3450353.0,229.234726013017,3385896000.0,1683736000.0,1040583000.0,0.0,72.1534885735322,37.9535651991803,18.4360189573459,7471940377.86
CLH.N,169.34,279192000.0,2523985000,0.76163275020826,54064800,492603000,411744000,282888000,112270000,1267517.0,35.9779588227864,2033761000.0,4095946000.0,1020094000.0,0.0,81.3786408700123,31.1511080540852,1.85252014916397,9169901552.2
CNMD.N,111.46,-12380000.0,1054822000,1.41947224749771,30487660,28942000,-80582000,57635710,23995000,3974920.0,15.0945859924592,581226000.0,1716366000.0,296552000.0,557.3,134.289156626506,27.5927372781582,-7.92234613795953,3426252646.46
GBCI.N,30.21,289882000.0,1155991000,-1.37120470127326,110777780,,303202000,,41261000,7465045.0,104.975881994633,,,,91.5454545454545,71.5385161855597,51.9410224697594,-7.61467889908259,3349541936.91
DECK.N,529.09,456397000.0,0,-3.46482265362721,26176000,981795000,516822000,156522730,3442000,618177.0,231.449724631468,1910253000.0,645950000.0,497380000.0,0.0,120.822733646034,14.9009463392373,-2.68535378616493,13827480383.22
EGHT.N,3.24,33899000.0,491746000,-5.53935860058309,114659260,15572000,,,,,52.9724303413153,273124000.0,568686000.0,229887000.0,0.0,0.0,21.1930048148077,-31.5010570824524,389823567.25
IMAX.N,19.13,4503000.0,264034000,0.26205450733753,54148610,97401000,-22800000,27054560,5877000,2480290.0,59.6561574082288,,,,0.0,134.481546572935,32.0941276872932,3.91091797935907,1044882187.79
AX.N,43.09,157744000.0,521611000,6.21148631994085,58943040,,307165000,,374017000,4539530.0,1.58336433916243,,,,0.0,31.7850214285187,82.4686209551141,-8.31914893617024,2584749728.81
ONTO.N,138.98,118297000.0,0,26.6217201166181,48684000,175872000,223334000,53500000,,1323448.0,110.186064076263,1134872000.0,659991000.0,160558000.0,0.0,146.603375527426,47.3491029836783,11.7921492921493,6819165022.98
MAIN.N,40.34,-441110000.0,1999102000,1.305876443998,78463600,49121000,241606000,,78276000,3024091.0,45.9644595985194,,,,42.7330508474576,40.1393034825871,73.868123120222,-4.04746730730614,3325146326.8
GBLI.N,35.12,29430000.0,0,-2.37665045170258,13867270,38846000,-1290000,,3004000,18459.0,-24.822695035461,,,,0.0,54.0307692307692,182.637714693297,2.18213558335763,474915748.96
IIIN.N,34.75,-51392000.0,0,12.6053143227479,19478000,48316000,125011000,19324500,91000,504751.0,129.072833131935,335332000.0,136413000.0,62596000.0,0.0,52.6515151515151,75.3144385772119,7.75193798449618,675282815.25
KAMN.N,22.43,-25083000.0,561061000,3.22135296824666,28032230,24154000,-46226000,28933330,16874000,513767.0,27.7830188679245,428335000.0,1059774000.0,126575000.0,106.809523809524,249.222222222222,108.952101386912,-2.0096111839231,632964170.05
SCHW.N,59.15,-1024000000.0,404602000000,-1.03730968713402,1853155830,40195000000,6635000000,2357694670,1545000000,21184618.0,54.0980832488857,,,,148.805031446541,76.4073681762989,17.3087009456987,-10.1677436080874,107718850748.6
SLGN.N,45.13,460703000.0,3425442000,0.557040998217469,110079010,585622000,340800000,274037250,126300000,1894863.0,11.3767559154402,2132652000.0,5213105000.0,1437860000.0,260.370391738303,39.9521954674221,30.11052813219,3.32953249714931,4961882385.9
CEQP.N,28.6,-115400000.0,3381400000,4.57038391224863,104646370,7500000,-28800000,199959500,177400000,3820968.0,19.149879101165,653800000.0,5913200000.0,510200000.0,43.4980988593156,101.537259914084,47.2554857759581,0.58911941946922,2955972562.4
GRMN.N,106.02,-137030000.0,0,4.15561450044208,191623000,1279194000,973585000,301440000,0,2921650.0,106.891299011123,3955151000.0,3776019000.0,1211635000.0,141.99043754269,82.2925803171548,35.0752316167982,0.122768911134186,20297694179.16
PRGO.N,35.0,68500000.0,4106600000,-7.89473684210526,134700000,600700000,-140600000,165000000,147600000,5450355.0,127.026478762219,2719900000.0,8297400000.0,1113600000.0,129.62962962963,56.9105691056911,105.495386951013,-3.73089519650656,4738886355.0
PB.N,56.81,270965000.0,2278134000,-0.350815646377821,91313620,,524516000,,89604000,3826010.0,43.8466262712233,,,,103.120291880706,53.0483420642257,100.95036131625,-10.2811118130132,5324372611.74
HOMB.N,22.18,275732000.0,571566000,-1.33451957295374,203433690,,305262000,,119090000,6544170.0,-12.0014984730961,,,,123.710190194657,46.0710799077748,75.8601385625712,-8.03386225789232,4493255562.9
STON.N,3.53,-9369000.0,393057000,0,118290600,83882000,-74376000,,27345000,,NaN,180947000.0,1560197000.0,49810000.0,0.0,0.0,,NaN,419197821.72
DDD.N,6.31,-90928000.0,453483000,-2.17054263565892,131207000,388134000,-122711000,-2400750,2811000,14730422.0,53.653419770832,834245000.0,612368000.0,151808000.0,0.0,0.0,77.266254981994,-27.5545350172216,842236790.72
HLIO.N,57.88,63200000.0,444500000,1.6865776528461,32600000,43700000,98400000,46471600,16700000,221106.0,51.2453850553793,388500000.0,1075200000.0,152300000.0,643.111111111111,81.7514124293785,44.8494365063626,-8.41772151898738,1912059375.32
